mirnaid,refseqid,bindingp,validated,TargetScan,miRDB,miRTarBase
hsa-miR-665,NM_007268,0.8461538461538461,,0,1,0
hsa-miR-665,NM_007364,0.8461538461538461,,0,1,0
hsa-miR-665,NM_007371,0.8974358974358974,,0,1,0
hsa-miR-665,NM_007373,0.8461538461538461,MIRT699591,0,0,1
hsa-miR-665,NM_009586,0.8461538461538461,,0,1,0
hsa-miR-665,NM_009586,1.0,,0,1,0
hsa-miR-665,NM_012097,0.9230769230769232,MIRT777524,0,0,1
hsa-miR-665,NM_012099,0.8461538461538461,MIRT620420,0,0,1
hsa-miR-665,NM_012099,0.9230769230769232,MIRT620420,0,0,1
hsa-miR-665,NM_012102,0.8461538461538461,,0,1,0
hsa-miR-665,NM_012110,1.0,,1,0,0
hsa-miR-665,NM_012117,1.0,,1,0,0
hsa-miR-665,NM_012117,0.9230769230769232,,1,0,0
hsa-miR-665,NM_012117,0.8461538461538461,,1,0,0
hsa-miR-665,NM_012124,0.8461538461538461,MIRT668990,0,0,1
hsa-miR-665,NM_012134,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012164,0.8461538461538461,MIRT624926,0,1,1
hsa-miR-665,NM_012164,1.0,MIRT624926,0,1,1
hsa-miR-665,NM_012174,0.9230769230769232,MIRT633366,0,0,1
hsa-miR-665,NM_012192,0.8461538461538461,,1,0,0
hsa-miR-665,NM_012192,0.9230769230769232,,1,0,0
hsa-miR-665,NM_012193,0.8461538461538461,MIRT777553,0,0,1
hsa-miR-665,NM_012199,0.9230769230769232,,1,0,0
hsa-miR-665,NM_012199,1.0,,1,0,0
hsa-miR-665,NM_012202,0.9615384615384616,MIRT460100,0,0,1
hsa-miR-665,NM_012202,1.0,MIRT460100,0,0,1
hsa-miR-665,NM_012207,1.0,,0,1,0
hsa-miR-665,NM_012239,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012247,0.8461538461538461,MIRT699744,0,0,1
hsa-miR-665,NM_012256,0.8461538461538461,MIRT457918,0,0,1
hsa-miR-665,NM_012256,1.0,MIRT457918,0,0,1
hsa-miR-665,NM_012290,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012290,1.0,,0,1,0
hsa-miR-665,NM_012309,0.8461538461538461,,0,1,0
hsa-miR-665,NM_012309,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012322,0.9871794871794872,,1,0,0
hsa-miR-665,NM_012322,1.0,,1,0,0
hsa-miR-665,NM_012324,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012334,0.9230769230769232,,1,1,0
hsa-miR-665,NM_012334,1.0,,1,1,0
hsa-miR-665,NM_012393,0.8461538461538461,MIRT458896,0,0,1
hsa-miR-665,NM_012393,0.9230769230769232,MIRT458896,0,0,1
hsa-miR-665,NM_012395,1.0,,0,1,0
hsa-miR-665,NM_012398,0.8461538461538461,,0,1,0
hsa-miR-665,NM_012398,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012416,1.0,,0,1,0
hsa-miR-665,NM_012419,1.0,,0,1,0
hsa-miR-665,NM_012426,0.9230769230769232,,0,1,0
hsa-miR-665,NM_012426,1.0,,0,1,0
hsa-miR-665,NM_012427,0.8461538461538461,,0,1,0
hsa-miR-665,NM_012447,0.8461538461538461,,0,1,0
hsa-miR-665,NM_012453,0.8076923076923077,MIRT675313,0,0,1
hsa-miR-665,NM_012453,0.9230769230769232,MIRT675313,0,0,1
hsa-miR-665,NM_012455,0.9230769230769232,MIRT452886,0,0,1
hsa-miR-665,NM_012455,0.8461538461538461,MIRT452886,0,0,1
hsa-miR-665,NM_012458,0.8461538461538461,,1,1,0
hsa-miR-665,NM_012463,0.8461538461538461,MIRT458190,0,0,1
hsa-miR-665,NM_012463,1.0,MIRT458190,0,0,1
hsa-miR-665,NM_012463,0.9230769230769232,MIRT458190,0,0,1
hsa-miR-665,NM_012470,0.8461538461538461,MIRT665677,0,0,1
hsa-miR-665,NM_012481,0.9230769230769232,MIRT511371,0,0,1
hsa-miR-665,NM_012481,0.8461538461538461,MIRT511371,0,0,1
hsa-miR-665,NM_013229,0.9230769230769232,MIRT457986,0,0,1
hsa-miR-665,NM_013229,0.8461538461538461,MIRT457986,0,0,1
hsa-miR-665,NM_013245,0.9230769230769232,MIRT464091,1,1,1
hsa-miR-665,NM_013251,0.8269230769230769,,0,1,0
hsa-miR-665,NM_013276,0.8461538461538461,,0,1,0
hsa-miR-665,NM_013276,0.9230769230769232,,0,1,0
hsa-miR-665,NM_013286,0.8461538461538461,,0,1,0
hsa-miR-665,NM_013286,0.9230769230769232,,0,1,0
hsa-miR-665,NM_013301,0.8461538461538461,,0,1,0
hsa-miR-665,NM_013323,0.9230769230769232,,0,1,0
hsa-miR-665,NM_013323,0.8461538461538461,,0,1,0
hsa-miR-665,NM_013337,0.935897435897436,,1,0,0
hsa-miR-665,NM_013337,0.8461538461538461,,1,0,0
hsa-miR-665,NM_013365,0.8461538461538461,,1,0,0
hsa-miR-665,NM_013372,0.8461538461538461,,0,1,0
hsa-miR-665,NM_013372,1.0,,0,1,0
hsa-miR-665,NM_013376,0.8461538461538461,MIRT777607,0,0,1
hsa-miR-665,NM_013376,0.9230769230769232,MIRT777607,0,0,1
hsa-miR-665,NM_013398,0.8846153846153846,MIRT544687,0,0,1
hsa-miR-665,NM_013398,0.9487179487179488,MIRT544687,0,0,1
hsa-miR-665,NM_013398,0.8461538461538461,MIRT544687,0,0,1
hsa-miR-665,NM_013402,0.8461538461538461,MIRT477156,0,0,1
hsa-miR-665,NM_013410,0.9230769230769232,MIRT508921,0,0,1
hsa-miR-665,NM_013433,0.8192307692307692,MIRT753665,0,0,1
hsa-miR-665,NM_013443,1.0,,0,1,0
hsa-miR-665,NM_013942,0.8846153846153846,,0,1,0
hsa-miR-665,NM_013943,0.9230769230769232,MIRT113353,0,0,1
hsa-miR-665,NM_013987,0.9230769230769232,,0,1,0
hsa-miR-665,NM_013988,1.0,,0,1,0
hsa-miR-665,NM_013988,0.8461538461538461,,0,1,0
hsa-miR-665,NM_014002,1.0,,0,1,0
hsa-miR-665,NM_014010,0.8333333333333334,,0,1,0
hsa-miR-665,NM_014010,0.9230769230769232,,0,1,0
hsa-miR-665,NM_014026,0.8461538461538461,MIRT461044,0,0,1
hsa-miR-665,NM_014026,0.9230769230769232,MIRT461044,0,0,1
hsa-miR-665,NM_014037,1.0,,0,1,0
hsa-miR-665,NM_014037,0.8461538461538461,,0,1,0
hsa-miR-665,NM_014063,0.9230769230769232,,1,0,0
hsa-miR-665,NM_014063,0.8076923076923077,,1,0,0
hsa-miR-665,NM_014064,1.0,,1,0,0
hsa-miR-665,NM_014106,1.0,MIRT650984,0,0,1
hsa-miR-665,NM_014110,0.8923076923076922,,1,0,0
hsa-miR-665,NM_014143,0.9230769230769232,MIRT438402,0,0,1
hsa-miR-665,NM_014146,0.9230769230769232,MIRT777570,0,1,1
hsa-miR-665,NM_014149,0.8076923076923077,,1,0,0
hsa-miR-665,NM_014149,0.8461538461538461,,1,0,0
hsa-miR-665,NM_014149,0.9230769230769232,,1,0,0
hsa-miR-665,NM_014157,0.9230769230769232,,0,1,0
hsa-miR-665,NM_014157,1.0,,0,1,0
hsa-miR-665,NM_014171,0.9230769230769232,MIRT665068,0,0,1
hsa-miR-665,NM_014171,0.8461538461538461,MIRT665068,0,0,1
hsa-miR-665,NM_014171,1.0,MIRT665068,0,0,1
hsa-miR-665,NM_014229,1.0,,0,1,0
hsa-miR-665,NM_014229,0.8461538461538461,,0,1,0
hsa-miR-665,NM_014238,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001409,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001410,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001410,0.903846153846154,,0,1,0
hsa-miR-665,NM_001415,0.9230769230769232,MIRT696350,0,0,1
hsa-miR-665,NM_001415,0.8461538461538461,MIRT696350,0,0,1
hsa-miR-665,NM_001423,0.8461538461538461,MIRT513445,0,0,1
hsa-miR-665,NM_001433,0.9230769230769232,MIRT703850,0,0,1
hsa-miR-665,NM_001438,1.0,,1,1,0
hsa-miR-665,NM_001441,0.9230769230769232,MIRT510259,0,0,1
hsa-miR-665,NM_001455,0.9230769230769232,MIRT544597,0,0,1
hsa-miR-665,NM_001478,0.8461538461538461,,1,1,0
hsa-miR-665,NM_001495,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001503,1.0,,1,0,0
hsa-miR-665,NM_001535,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001558,1.0,,1,0,0
hsa-miR-665,NM_001558,0.8461538461538461,,1,0,0
hsa-miR-665,NM_001567,1.0,,0,1,0
hsa-miR-665,NM_001570,0.9230769230769232,MIRT777564,0,0,1
hsa-miR-665,NM_001570,0.9615384615384616,MIRT777564,0,0,1
hsa-miR-665,NM_001621,0.9230769230769232,MIRT482190,0,0,1
hsa-miR-665,NM_001634,0.9230769230769232,MIRT705756,0,0,1
hsa-miR-665,NM_001634,1.0,MIRT705756,0,0,1
hsa-miR-665,NM_001642,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001646,0.9230769230769232,,1,0,0
hsa-miR-665,NM_001652,0.9230769230769232,MIRT620317,0,1,1
hsa-miR-665,NM_001683,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001684,1.0,,0,1,0
hsa-miR-665,NM_001684,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001684,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001716,1.0,,1,0,0
hsa-miR-665,NM_001722,1.0,MIRT674362,0,0,1
hsa-miR-665,NM_001722,0.9230769230769232,MIRT674362,0,0,1
hsa-miR-665,NM_001745,0.9230769230769232,MIRT690238,0,0,1
hsa-miR-665,NM_001759,0.8076923076923077,MIRT064764,0,0,1
hsa-miR-665,NM_001759,0.8461538461538461,MIRT064764,0,0,1
hsa-miR-665,NM_001777,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001789,0.8461538461538461,,1,1,0
hsa-miR-665,NM_001841,0.9230769230769232,MIRT438440,0,1,1
hsa-miR-665,NM_001841,1.0,MIRT438440,0,1,1
hsa-miR-665,NM_001852,1.0,,1,0,0
hsa-miR-665,NM_001859,0.9230769230769232,,1,0,0
hsa-miR-665,NM_001859,0.8076923076923077,,1,0,0
hsa-miR-665,NM_001860,0.8974358974358976,,0,1,0
hsa-miR-665,NM_001860,0.9846153846153848,,0,1,0
hsa-miR-665,NM_001863,0.8461538461538461,MIRT682609,0,0,1
hsa-miR-665,NM_001913,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001913,0.9807692307692308,,0,1,0
hsa-miR-665,NM_001936,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001936,0.8769230769230769,,0,1,0
hsa-miR-665,NM_001937,0.9230769230769232,,0,1,0
hsa-miR-665,NM_001937,0.8461538461538461,,0,1,0
hsa-miR-665,NM_001938,0.8461538461538461,MIRT753626,0,0,1
hsa-miR-665,NM_001963,0.9230769230769232,MIRT460840,0,0,1
hsa-miR-665,NM_001963,1.0,MIRT460840,0,0,1
hsa-miR-665,NM_001963,0.8461538461538461,MIRT460840,0,0,1
hsa-miR-665,NM_001975,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002010,1.0,,1,1,0
hsa-miR-665,NM_002010,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002010,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002014,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002062,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002065,0.9230769230769232,MIRT688055,0,0,1
hsa-miR-665,NM_002065,0.8461538461538461,MIRT688055,0,0,1
hsa-miR-665,NM_002076,1.0,MIRT476217,0,0,1
hsa-miR-665,NM_002076,0.9230769230769232,MIRT476217,0,0,1
hsa-miR-665,NM_002092,1.0,MIRT657573,0,0,1
hsa-miR-665,NM_002096,0.9230769230769232,MIRT753631,0,0,1
hsa-miR-665,NM_002110,1.0,,0,1,0
hsa-miR-665,NM_002128,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002128,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002131,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002131,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002135,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002135,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002146,0.8461538461538461,MIRT557080,0,0,1
hsa-miR-665,NM_002147,1.0,,1,1,0
hsa-miR-665,NM_002147,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002167,0.9230769230769232,MIRT455438,0,0,1
hsa-miR-665,NM_002185,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002185,1.0,,1,0,0
hsa-miR-665,NM_002204,0.8461538461538461,MIRT552300,0,0,1
hsa-miR-665,NM_002204,0.9230769230769232,MIRT552300,0,0,1
hsa-miR-665,NM_002240,1.0,,0,1,0
hsa-miR-665,NM_002249,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002253,1.0,,1,1,0
hsa-miR-665,NM_002253,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002309,1.0,,1,0,0
hsa-miR-665,NM_002309,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002337,1.0,,0,1,0
hsa-miR-665,NM_002344,1.0,,0,1,0
hsa-miR-665,NM_002344,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002355,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002359,1.0,,1,0,0
hsa-miR-665,NM_002381,1.0,MIRT788444,0,0,1
hsa-miR-665,NM_002381,0.9230769230769232,MIRT788444,0,0,1
hsa-miR-665,NM_002382,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002390,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002393,1.0,,0,1,0
hsa-miR-665,NM_002393,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002406,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002437,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002460,1.0,,0,1,0
hsa-miR-665,NM_002468,1.0,,0,1,0
hsa-miR-665,NM_002468,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002473,0.9230769230769232,MIRT701652,0,0,1
hsa-miR-665,NM_002474,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002481,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002505,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002505,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002518,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002518,0.9487179487179488,,0,1,0
hsa-miR-665,NM_002564,1.0,,1,1,0
hsa-miR-665,NM_002572,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002572,1.0,,1,0,0
hsa-miR-665,NM_002579,1.0,,1,1,0
hsa-miR-665,NM_002579,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002603,1.0,,1,1,0
hsa-miR-665,NM_002603,0.8653846153846154,,1,1,0
hsa-miR-665,NM_002603,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002609,1.0,,1,1,0
hsa-miR-665,NM_002609,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002613,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002613,0.903846153846154,,1,1,0
hsa-miR-665,NM_002613,1.0,,1,1,0
hsa-miR-665,NM_002636,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002644,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002657,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002660,0.9230769230769232,MIRT732779,0,0,1
hsa-miR-665,NM_002660,0.8461538461538461,MIRT732779,0,0,1
hsa-miR-665,NM_002673,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002673,1.0,,0,1,0
hsa-miR-665,NM_002675,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002697,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002697,1.0,,1,1,0
hsa-miR-665,NM_002713,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002713,0.8461538461538461,,1,0,0
hsa-miR-665,NM_002717,1.0,MIRT753653,1,1,1
hsa-miR-665,NM_002725,0.8461538461538461,,1,1,0
hsa-miR-665,NM_002725,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002735,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002752,0.8461538461538461,,0,1,0
hsa-miR-665,NM_002759,1.0,MIRT706553,0,0,1
hsa-miR-665,NM_002773,0.8461538461538461,MIRT753654,1,1,1
hsa-miR-665,NM_002773,1.0,MIRT753654,1,1,1
hsa-miR-665,NM_002773,0.9230769230769232,MIRT753654,1,1,1
hsa-miR-665,NM_002815,1.0,,1,1,0
hsa-miR-665,NM_002837,1.0,,1,0,0
hsa-miR-665,NM_002837,0.9230769230769232,,1,0,0
hsa-miR-665,NM_002848,0.9230769230769232,,0,1,0
hsa-miR-665,NM_002855,1.0,,1,1,0
hsa-miR-665,NM_002855,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002867,0.9230769230769232,,1,1,0
hsa-miR-665,NM_002870,0.8461538461538461,MIRT700386,0,0,1
hsa-miR-665,NM_002886,0.9230769230769232,MIRT634366,0,0,1
hsa-miR-665,NM_002896,1.0,,0,1,0
hsa-miR-665,NM_002898,1.0,MIRT638345,0,1,1
hsa-miR-665,NM_002914,0.9807692307692308,MIRT681254,0,0,1
hsa-miR-665,NM_002914,0.8461538461538461,MIRT681254,0,0,1
hsa-miR-665,NM_002949,0.9230769230769232,MIRT457992,0,0,1
hsa-miR-665,NM_002990,1.0,MIRT632175,0,1,1
hsa-miR-665,NM_002997,0.8461538461538461,,1,1,0
hsa-miR-665,NM_003006,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003023,0.9230769230769232,MIRT777614,0,0,1
hsa-miR-665,NM_003023,0.8846153846153846,MIRT777614,0,0,1
hsa-miR-665,NM_003023,0.8461538461538461,MIRT777614,0,0,1
hsa-miR-665,NM_003029,0.9230769230769232,,1,1,0
hsa-miR-665,NM_003039,0.8461538461538461,MIRT550568,0,0,1
hsa-miR-665,NM_003042,1.0,MIRT490370,0,0,1
hsa-miR-665,NM_003042,0.8461538461538461,MIRT490370,0,0,1
hsa-miR-665,NM_003044,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003060,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003060,1.0,,0,1,0
hsa-miR-665,NM_003064,1.0,MIRT514478,0,0,1
hsa-miR-665,NM_003076,1.0,MIRT467543,0,0,1
hsa-miR-665,NM_003076,0.8461538461538461,MIRT467543,0,0,1
hsa-miR-665,NM_003101,0.9230769230769232,MIRT699041,0,1,1
hsa-miR-665,NM_003104,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003104,0.8666666666666667,,1,0,0
hsa-miR-665,NM_003104,0.9230769230769232,,1,0,0
hsa-miR-665,NM_003104,1.0,,1,0,0
hsa-miR-665,NM_003105,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003105,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003123,1.0,,0,1,0
hsa-miR-665,NM_003131,0.8461538461538461,MIRT753661,1,1,1
hsa-miR-665,NM_003131,0.9230769230769232,MIRT753661,1,1,1
hsa-miR-665,NM_003135,0.9487179487179488,MIRT627516,0,0,1
hsa-miR-665,NM_003135,0.9230769230769232,MIRT627516,0,0,1
hsa-miR-665,NM_003145,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003150,0.9230769230769232,,1,1,0
hsa-miR-665,NM_003150,1.0,,1,1,0
hsa-miR-665,NM_003152,1.0,,0,1,0
hsa-miR-665,NM_003152,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003239,1.0,,1,1,0
hsa-miR-665,NM_003239,0.9230769230769232,,1,1,0
hsa-miR-665,NM_003242,1.0,,1,1,0
hsa-miR-665,NM_003242,0.8461538461538461,,1,1,0
hsa-miR-665,NM_003244,0.9230769230769232,MIRT777631,0,0,1
hsa-miR-665,NM_003244,0.8461538461538461,MIRT777631,0,0,1
hsa-miR-665,NM_003250,0.9230769230769232,,1,0,0
hsa-miR-665,NM_003252,0.9230769230769232,MIRT505405,0,0,1
hsa-miR-665,NM_003256,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003271,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003271,1.0,,0,1,0
hsa-miR-665,NM_003295,1.0,,1,0,0
hsa-miR-665,NM_003299,0.8461538461538461,MIRT475487,0,0,1
hsa-miR-665,NM_003299,0.9230769230769232,MIRT475487,0,0,1
hsa-miR-665,NM_003309,0.8461538461538461,MIRT697953,0,0,1
hsa-miR-665,NM_003348,0.9230769230769232,MIRT651950,0,0,1
hsa-miR-665,NM_003352,1.0,,1,1,0
hsa-miR-665,NM_003359,1.0,,0,1,0
hsa-miR-665,NM_003359,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003369,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003371,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003371,1.0,,0,1,0
hsa-miR-665,NM_003371,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003391,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003393,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003418,0.8461538461538461,MIRT479142,0,0,1
hsa-miR-665,NM_003418,0.9230769230769232,MIRT479142,0,0,1
hsa-miR-665,NM_003423,1.0,MIRT661128,0,0,1
hsa-miR-665,NM_003423,0.9230769230769232,MIRT661128,0,0,1
hsa-miR-665,NM_003431,0.8461538461538461,MIRT777650,0,0,1
hsa-miR-665,NM_003441,0.9230769230769232,MIRT650451,0,0,1
hsa-miR-665,NM_003462,1.0,MIRT460005,0,1,1
hsa-miR-665,NM_003468,0.8461538461538461,,1,1,0
hsa-miR-665,NM_003468,0.9230769230769232,,1,1,0
hsa-miR-665,NM_003475,1.0,,1,1,0
hsa-miR-665,NM_003475,0.8461538461538461,,1,1,0
hsa-miR-665,NM_003486,1.0,MIRT753657,0,0,1
hsa-miR-665,NM_003486,0.8461538461538461,MIRT753657,0,0,1
hsa-miR-665,NM_003486,0.9230769230769232,MIRT753657,0,0,1
hsa-miR-665,NM_003557,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003557,1.0,,0,1,0
hsa-miR-665,NM_003569,1.0,MIRT621957,0,0,1
hsa-miR-665,NM_003613,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003613,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003622,1.0,MIRT777593,0,0,1
hsa-miR-665,NM_003622,0.9230769230769232,MIRT777593,0,0,1
hsa-miR-665,NM_003632,1.0,,1,0,0
hsa-miR-665,NM_003632,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003632,0.8846153846153846,,1,0,0
hsa-miR-665,NM_003668,1.0,MIRT702126,0,0,1
hsa-miR-665,NM_003668,0.9230769230769232,MIRT702126,0,0,1
hsa-miR-665,NM_003671,0.8846153846153846,MIRT777538,0,0,1
hsa-miR-665,NM_003671,1.0,MIRT777538,0,0,1
hsa-miR-665,NM_003671,0.8461538461538461,MIRT777538,0,0,1
hsa-miR-665,NM_003677,1.0,MIRT695770,0,0,1
hsa-miR-665,NM_003693,0.9230769230769232,MIRT683341,0,0,1
hsa-miR-665,NM_003701,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003703,0.8461538461538461,MIRT608276,0,0,1
hsa-miR-665,NM_003703,1.0,MIRT608276,0,0,1
hsa-miR-665,NM_003708,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003709,0.8333333333333333,,0,1,0
hsa-miR-665,NM_003713,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003771,1.0,,0,1,0
hsa-miR-665,NM_003771,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003786,1.0,,0,1,0
hsa-miR-665,NM_003786,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003812,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003822,1.0,,0,1,0
hsa-miR-665,NM_003822,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003836,1.0,,1,0,0
hsa-miR-665,NM_003836,0.9230769230769232,,1,0,0
hsa-miR-665,NM_003841,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003844,0.9230769230769232,MIRT753664,0,0,1
hsa-miR-665,NM_003844,1.0,MIRT753664,0,0,1
hsa-miR-665,NM_003879,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003879,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003929,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003929,0.8461538461538461,,0,1,0
hsa-miR-665,NM_003975,0.8461538461538461,,1,0,0
hsa-miR-665,NM_003993,0.9230769230769232,,0,1,0
hsa-miR-665,NM_003993,1.0,,0,1,0
hsa-miR-665,NM_003993,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004041,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004041,1.0,,0,1,0
hsa-miR-665,NM_004041,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004055,0.9230769230769232,,1,1,0
hsa-miR-665,NM_004055,0.8461538461538461,,1,1,0
hsa-miR-665,NM_004072,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004096,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004096,1.0,,0,1,0
hsa-miR-665,NM_004096,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004107,1.0,,1,0,0
hsa-miR-665,NM_004117,0.8717948717948718,,0,1,0
hsa-miR-665,NM_004117,1.0,,0,1,0
hsa-miR-665,NM_004136,0.9230769230769232,MIRT711707,0,0,1
hsa-miR-665,NM_004140,1.0,MIRT694715,0,0,1
hsa-miR-665,NM_004162,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004169,1.0,MIRT777616,0,0,1
hsa-miR-665,NM_004171,1.0,,0,1,0
hsa-miR-665,NM_004177,0.9230769230769232,,1,1,0
hsa-miR-665,NM_004180,0.9230769230769232,MIRT777628,0,0,1
hsa-miR-665,NM_004180,0.8461538461538461,MIRT777628,0,0,1
hsa-miR-665,NM_004180,1.0,MIRT777628,0,0,1
hsa-miR-665,NM_004185,1.0,,1,0,0
hsa-miR-665,NM_004185,0.9230769230769232,,1,0,0
hsa-miR-665,NM_004187,0.9230769230769232,,1,1,0
hsa-miR-665,NM_004188,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004188,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004226,1.0,MIRT460961,0,0,1
hsa-miR-665,NM_004226,0.9230769230769232,MIRT460961,0,0,1
hsa-miR-665,NM_004227,0.9230769230769232,,1,1,0
hsa-miR-665,NM_004232,0.9230769230769232,MIRT713206,0,0,1
hsa-miR-665,NM_004233,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004268,0.9230769230769232,MIRT777576,0,0,1
hsa-miR-665,NM_004273,0.8461538461538461,,1,1,0
hsa-miR-665,NM_004273,0.9230769230769232,,1,1,0
hsa-miR-665,NM_004287,1.0,,0,1,0
hsa-miR-665,NM_004287,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004293,0.8461538461538461,,1,0,0
hsa-miR-665,NM_004293,0.9230769230769232,,1,0,0
hsa-miR-665,NM_004299,0.8461538461538461,MIRT777519,0,0,1
hsa-miR-665,NM_004302,0.8461538461538461,,0,1,0
hsa-miR-665,NM_004307,1.0,,0,1,0
hsa-miR-665,NM_004307,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004308,1.0,,1,0,0
hsa-miR-665,NM_004308,0.8461538461538461,,1,0,0
hsa-miR-665,NM_004343,0.8461538461538461,MIRT480120,1,0,1
hsa-miR-665,NM_004350,1.0,,0,1,0
hsa-miR-665,NM_004350,0.9230769230769232,,0,1,0
hsa-miR-665,NM_004359,1.0,MIRT777539,0,0,1
